school_id,student_size,demographics_men_pct,demographics_women_pct
495129,76.0,0.8289,0.1711
448275,19.0,0.0,1.0
476610,28.0,0.6071,0.3929
146533,116.0,0.1897,0.8103
449135,221.0,0.3032,0.6968
487959,85.0,0.0,1.0
237491,18.0,0.1667,0.8333
417910,201.0,0.1542,0.8458
461263,161.0,0.0683,0.9317
193858,266.0,0.0677,0.9323
486415,479.0,0.1649,0.8351
261773,34.0,0.2059,0.7941
409032,53.0,0.0189,0.9811
419721,249.0,0.9438,0.0562
194666,431.0,1.0,0.0
481191,230.0,0.1522,0.8478
481863,55.0,0.0727,0.9273
484020,61.0,0.7377,0.2623
457606,98.0,0.0408,0.9592
446206,59.0,0.0339,0.9661
143491,39.0,0.0513,0.9487
488378,92.0,0.0652,0.9348
248624,77.0,0.2208,0.7792
420370,388.0,0.3299,0.6701
109730,94.0,0.5319,0.4681
441575,294.0,0.068,0.932
238005,79.0,0.0759,0.9241
493150,174.0,0.0862,0.9138
193265,66.0,0.8939,0.1061
494995,35.0,0.9429,0.0571
495299,54.0,0.1852,0.8148
457572,138.0,0.0217,0.9783
487968,72.0,0.0833,0.9167
443207,98.0,0.9592,0.0408
380067,268.0,0.0075,0.9925
461856,64.0,0.4688,0.5313
488280,37.0,0.7838,0.2162
451501,282.0,0.344,0.656
488952,50.0,0.0,1.0
483382,232.0,0.9828,0.0172
188650,148.0,0.0203,0.9797
469610,9.0,0.1111,0.8889
260336,17.0,0.2353,0.7647
420981,339.0,0.1327,0.8673
430582,409.0,0.4621,0.5379
459374,105.0,0.0381,0.9619
220127,440.0,0.575,0.425
371690,813.0,0.2263,0.7737
250902,102.0,0.0686,0.9314
492652,22.0,0.5909,0.4091
460969,285.0,0.0667,0.9333
207704,206.0,0.0049,0.9951
165255,186.0,0.0108,0.9892
483841,26.0,0.1538,0.8462
489256,200.0,0.94,0.06
419712,129.0,0.9845,0.0155
228185,18.0,0.7778,0.2222
483106,207.0,0.1353,0.8647
453792,110.0,0.0636,0.9364
444194,190.0,0.0368,0.9632
449463,181.0,0.2541,0.7459
483744,67.0,0.8209,0.1791
418782,275.0,0.96,0.04
495262,45.0,0.0,1.0
440730,384.0,0.3672,0.6328
158617,636.0,0.2925,0.7075
457086,180.0,0.2389,0.7611
483009,206.0,0.1117,0.8883
484923,61.0,0.0,1.0
475431,49.0,0.0816,0.9184
184746,82.0,0.9146,0.0854
363679,209.0,0.0144,0.9856
490470,15.0,0.1333,0.8667
219596,221.0,0.733,0.267
438984,53.0,0.3396,0.6604
497189,31.0,0.0645,0.9355
443021,24.0,0.9583,0.0417
444936,108.0,0.1667,0.8333
456977,61.0,0.8689,0.1311
486813,673.0,0.1828,0.8172
484048,63.0,0.746,0.254
443252,2288.0,0.5323,0.4677
189990,745.0,0.0094,0.9906
491686,34.0,0.7941,0.2059
480833,832.0,0.107,0.893
367051,79.0,0.0253,0.9747
443322,229.0,0.179,0.821
491075,69.0,0.8986,0.1014
191728,952.0,0.2038,0.7962
445948,1962.0,0.1488,0.8512
171988,82.0,0.061,0.939
491695,37.0,0.0,1.0
402800,146.0,0.0274,0.9726
413820,21.0,0.0,1.0
443562,279.0,0.1434,0.8566
490452,50.0,0.06,0.94
437635,697.0,0.0976,0.9024
491941,153.0,0.0392,0.9608
476559,105.0,0.0571,0.9429
400187,516.0,0.1357,0.8643
495040,50.0,0.04,0.96
461582,163.0,0.0123,0.9877
484330,30.0,0.0333,0.9667
481386,339.0,0.115,0.885
492643,88.0,0.2159,0.7841
158246,128.0,0.3047,0.6953
476957,12.0,0.0833,0.9167
189413,391.0,0.2225,0.7775
452072,23.0,0.0435,0.9565
168892,116.0,0.0345,0.9655
455886,185.0,0.0432,0.9568
383163,174.0,0.0115,0.9885
413176,37.0,0.5676,0.4324
136765,403.0,0.5012,0.4988
383312,65.0,0.4,0.6
443951,45.0,0.4,0.6
486716,71.0,0.0282,0.9718
201867,101.0,0.1584,0.8416
483647,32.0,0.0625,0.9375
490434,30.0,0.0,1.0
446604,2590.0,1.0,0.0
196389,1051.0,0.2122,0.7878
491923,328.0,0.0061,0.9939
481331,78.0,0.7436,0.2564
456001,94.0,0.9468,0.0532
228282,18.0,0.2222,0.7778
110875,55.0,0.0182,0.9818
481289,88.0,0.25,0.75
363013,28.0,0.1071,0.8929
451626,19.0,0.0526,0.9474
187000,368.0,0.9429,0.0571
439969,67.0,0.3881,0.6119
229300,554.0,0.1354,0.8646
107123,69.0,0.2464,0.7536
484367,340.0,0.1353,0.8647
408862,298.0,0.0168,0.9832
491932,27.0,0.8519,0.1481
439844,54.0,0.0,1.0
462336,66.0,0.0606,0.9394
137713,187.0,0.3797,0.6203
238810,66.0,0.0758,0.9242
237844,86.0,0.5,0.5
186016,454.0,0.0595,0.9405
460093,35.0,0.0286,0.9714
365240,18.0,0.6667,0.3333
202152,96.0,0.1146,0.8854
490197,42.0,0.2857,0.7143
423120,724.0,0.0994,0.9006
491677,37.0,0.6486,0.3514
444583,375.0,0.4267,0.5733
228200,409.0,0.445,0.555
459499,22.0,0.1818,0.8182
485801,95.0,0.1474,0.8526
490461,66.0,0.0455,0.9545
483276,62.0,0.8548,0.1452
457493,60.0,0.05,0.95
492689,257.0,0.1673,0.8327
447810,18.0,0.2222,0.7778
142407,87.0,0.1379,0.8621
217794,101.0,0.0099,0.9901
486150,63.0,0.3333,0.6667
490018,23.0,0.8696,0.1304
461218,844.0,0.0699,0.9301
419703,452.0,0.9491,0.0509
412535,37.0,0.0811,0.9189
486752,43.0,0.0465,0.9535
461962,407.0,0.769,0.231
441706,267.0,0.4494,0.5506
447591,714.0,0.1036,0.8964
147819,36.0,0.0278,0.9722
395690,276.0,0.6123,0.3877
479965,142.0,0.1127,0.8873
449685,216.0,0.0787,0.9213
451529,59.0,0.0169,0.9831
481128,83.0,0.1325,0.8675
152044,83.0,0.506,0.494
428055,141.0,0.2482,0.7518
493752,4.0,0.0,1.0
455831,115.0,0.113,0.887
447908,68.0,0.0147,0.9853
495183,150.0,0.4267,0.5733
189219,122.0,0.9836,0.0164
480903,566.0,0.8781,0.1219
457484,95.0,0.4421,0.5579
448424,56.0,0.1964,0.8036
490346,68.0,0.0,1.0
456515,36.0,0.0556,0.9444
219037,62.0,0.0161,0.9839
223083,457.0,0.1444,0.8556
488299,47.0,0.1915,0.8085
449782,22.0,0.1364,0.8636
417503,224.0,0.0,1.0
457624,43.0,0.2093,0.7907
135142,238.0,0.0084,0.9916
481960,172.0,0.8256,0.1744
459967,618.0,0.3932,0.6068
193380,95.0,0.1263,0.8737
367334,189.0,0.8783,0.1217
454698,304.0,0.2961,0.7039
217077,551.0,0.3521,0.6479
365833,116.0,0.069,0.931
175698,36.0,0.8056,0.1944
123350,157.0,0.3057,0.6943
210599,838.0,0.5036,0.4964
493743,221.0,0.7738,0.2262
228088,50.0,0.0,1.0
444440,37.0,0.1351,0.8649
407142,103.0,0.0097,0.9903
455220,53.0,0.1321,0.8679
439622,436.0,0.133,0.867
368771,241.0,0.2199,0.7801
481526,217.0,0.0046,0.9954
480037,1251.0,0.753,0.247
490391,114.0,0.0175,0.9825
475468,279.0,0.0143,0.9857
444529,27.0,0.1111,0.8889
493682,76.0,0.0789,0.9211
201539,92.0,0.163,0.837
444671,142.0,0.4014,0.5986
139995,479.0,0.3758,0.6242
416458,126.0,0.3333,0.6667
208044,48.0,0.1875,0.8125
458104,225.0,0.0044,0.9956
459532,99.0,0.0,1.0
365824,99.0,0.0606,0.9394
449250,660.0,0.1712,0.8288
495101,62.0,0.1774,0.8226
487506,88.0,0.0227,0.9773
490300,84.0,0.2738,0.7262
457943,40.0,0.175,0.825
418038,170.0,0.1,0.9
442985,263.0,0.1331,0.8669
454980,145.0,0.0,1.0
407595,45.0,0.0444,0.9556
447014,180.0,0.0833,0.9167
404684,313.0,0.2907,0.7093
496681,131.0,0.0305,0.9695
483753,46.0,0.8696,0.1304
172680,110.0,0.0455,0.9545
217828,43.0,0.0465,0.9535
145309,41.0,0.2439,0.7561
153773,59.0,0.0678,0.9322
480727,29.0,0.7241,0.2759
457785,41.0,0.0,1.0
189404,137.0,0.0073,0.9927
232885,241.0,0.0539,0.9461
168573,731.0,0.9754,0.0246
439871,182.0,0.022,0.978
180090,68.0,0.0294,0.9706
236212,879.0,0.8419,0.1581
489238,75.0,0.08,0.92
485564,134.0,0.0746,0.9254
496715,61.0,0.0984,0.9016
220163,72.0,0.0278,0.9722
456825,169.0,0.0473,0.9527
475015,180.0,0.0056,0.9944
206039,40.0,0.025,0.975
457466,38.0,0.7895,0.2105
452081,894.0,0.0347,0.9653
226860,39.0,0.0513,0.9487
491899,103.0,0.0874,0.9126
364575,26.0,0.0,1.0
227298,176.0,0.9375,0.0625
247409,68.0,0.0,1.0
381699,38.0,0.0,1.0
450960,326.0,0.0982,0.9018
481340,45.0,0.0,1.0
451167,168.0,0.506,0.494
467094,166.0,0.006,0.994
135559,63.0,0.1429,0.8571
378886,243.0,0.2263,0.7737
461342,136.0,0.0,1.0
191959,67.0,0.806,0.194
231688,21.0,0.0952,0.9048
490531,46.0,0.7826,0.2174
237172,65.0,0.6615,0.3385
494700,35.0,0.0571,0.9429
489159,146.0,0.0205,0.9795
160199,41.0,0.0244,0.9756
453756,73.0,0.6027,0.3973
455798,101.0,0.0099,0.9901
448123,209.0,0.134,0.866
240709,45.0,0.1111,0.8889
430306,54.0,0.3333,0.6667
495943,14.0,0.0714,0.9286
458168,79.0,0.0506,0.9494
203942,32.0,0.5313,0.4688
208859,40.0,0.15,0.85
261676,18.0,0.0556,0.9444
434821,588.0,0.0459,0.9541
485476,88.0,0.0114,0.9886
459408,56.0,0.125,0.875
451574,173.0,0.0462,0.9538
245847,60.0,0.35,0.65
451468,432.0,0.0093,0.9907
427308,129.0,0.031,0.969
179511,91.0,0.011,0.989
163815,41.0,0.0244,0.9756
482194,144.0,0.1528,0.8472
451103,267.0,0.1798,0.8202
228644,785.0,0.2828,0.7172
220756,103.0,0.8835,0.1165
209490,752.0,0.1715,0.8285
441645,124.0,0.0242,0.9758
480851,31.0,0.4194,0.5806
481447,29.0,0.1724,0.8276
448646,80.0,0.025,0.975
149204,39.0,0.0256,0.9744
204158,127.0,0.2835,0.7165
149763,371.0,0.2291,0.7709
139506,58.0,0.5345,0.4655
121868,236.0,0.0085,0.9915
419183,82.0,0.0854,0.9146
447999,168.0,0.1905,0.8095
444945,287.0,0.101,0.899
117803,195.0,0.2667,0.7333
487348,113.0,0.0088,0.9912
211316,98.0,0.0204,0.9796
377661,615.0,0.1577,0.8423
455868,292.0,0.1336,0.8664
487773,29.0,0.069,0.931
461865,25.0,0.08,0.92
447971,38.0,0.0789,0.9211
451042,15.0,0.2667,0.7333
228219,482.0,0.4025,0.5975
447731,93.0,0.0753,0.9247
446093,56.0,0.0714,0.9286
450988,195.0,0.1026,0.8974
461555,145.0,0.0552,0.9448
433068,273.0,0.6557,0.3443
189468,149.0,0.0268,0.9732
444857,130.0,0.0154,0.9846
455761,363.0,0.146,0.854
382461,42.0,0.0238,0.9762
242820,944.0,0.7733,0.2267
476780,95.0,0.0737,0.9263
127316,313.0,0.1597,0.8403
368647,9.0,0.1111,0.8889
443571,449.0,0.4989,0.5011
194259,17.0,0.0588,0.9412
419633,85.0,0.1294,0.8706
107442,28.0,0.5357,0.4643
214290,628.0,0.9076,0.0924
377315,75.0,0.0,1.0
437857,115.0,0.0174,0.9826
441618,18.0,0.0,1.0
492731,174.0,0.1609,0.8391
456506,72.0,0.0417,0.9583
492722,340.0,0.0794,0.9206
455105,79.0,0.0,1.0
185466,360.0,0.0194,0.9806
450128,533.0,0.0338,0.9662
441830,41.0,0.2439,0.7561
418250,211.0,0.6256,0.3744
392257,3201.0,0.0719,0.9281
460145,105.0,0.6095,0.3905
400080,1017.0,0.6863,0.3137
114637,78.0,0.0769,0.9231
460701,234.0,0.1197,0.8803
461740,30.0,0.8667,0.1333
230144,88.0,0.0114,0.9886
111054,144.0,0.1944,0.8056
376385,185.0,0.4703,0.5297
491756,99.0,0.8283,0.1717
419235,148.0,0.1959,0.8041
483230,148.0,0.9459,0.0541
235088,231.0,0.9481,0.0519
159522,170.0,0.0235,0.9765
384245,711.0,0.3643,0.6357
418515,86.0,0.0698,0.9302
480824,545.0,0.0991,0.9009
450711,84.0,0.7738,0.2262
367158,53.0,0.0189,0.9811
241906,235.0,0.3149,0.6851
476878,138.0,0.0217,0.9783
221102,332.0,0.8072,0.1928
454962,61.0,0.0328,0.9672
433387,112807.0,0.4013,0.5987
202949,154.0,0.9416,0.0584
454917,913.0,0.1588,0.8412
103963,411.0,0.8564,0.1436
483735,70.0,0.0857,0.9143
486770,108.0,0.2778,0.7222
154208,126.0,0.0317,0.9683
392415,258.0,0.2752,0.7248
457800,201.0,0.1095,0.8905
488369,70.0,0.7714,0.2286
445364,620.0,0.1,0.9
190318,199.0,0.0653,0.9347
238175,113.0,0.0088,0.9912
209694,37.0,0.1892,0.8108
468963,707.0,0.9434,0.0566
183035,37.0,0.0541,0.9459
169503,277.0,0.0108,0.9892
125310,42.0,0.3095,0.6905
434900,363.0,0.259,0.741
447883,153.0,0.1373,0.8627
481474,131.0,0.0153,0.9847
378105,380.0,0.0184,0.9816
488253,69.0,0.6232,0.3768
169187,104.0,0.1923,0.8077
457855,73.0,0.0411,0.9589
212355,141.0,0.0355,0.9645
407355,181.0,0.1326,0.8674
491835,86.0,0.0116,0.9884
414124,292.0,0.7568,0.2432
491880,97.0,0.9794,0.0206
483425,51.0,0.0588,0.9412
416801,337.0,0.2077,0.7923
444787,2988.0,0.1345,0.8655
450696,412.0,0.1432,0.8568
488970,29.0,0.0345,0.9655
434274,82.0,0.1463,0.8537
103501,268.0,0.1343,0.8657
457420,172.0,0.064,0.936
215886,33.0,0.303,0.697
197337,66.0,0.0152,0.9848
454944,238.0,0.063,0.937
487232,106.0,0.0472,0.9528
425250,80.0,0.15,0.85
407434,59.0,0.0169,0.9831
487384,475.0,0.3032,0.6968
163259,956.0,0.1726,0.8274
494621,108.0,0.0741,0.9259
105677,27.0,0.963,0.037
381370,279.0,0.0609,0.9391
418269,86.0,0.5233,0.4767
148575,244.0,0.1475,0.8525
237598,20.0,0.15,0.85
120698,32.0,0.0938,0.9063
117636,910.0,0.2736,0.7264
420468,248.0,0.4315,0.5685
485412,117.0,0.188,0.812
470296,15.0,0.0,1.0
487454,375.0,0.2907,0.7093
435000,23.0,0.3913,0.6087
154545,94.0,0.7128,0.2872
457545,92.0,0.0326,0.9674
409120,61.0,0.3934,0.6066
460808,9.0,0.1111,0.8889
481243,248.0,0.0,1.0
389860,326.0,0.5,0.5
199980,44.0,0.9318,0.0682
483896,202.0,0.0347,0.9653
408385,645.0,0.4248,0.5752
480921,88.0,0.8295,0.1705
434140,684.0,0.2164,0.7836
461926,157.0,0.0127,0.9873
407577,69.0,0.5217,0.4783
410797,87.0,0.5172,0.4828
176716,136.0,0.0074,0.9926
229337,1448.0,0.1319,0.8681
455725,679.0,0.0147,0.9853
203614,414.0,0.2899,0.7101
476993,246.0,0.0081,0.9919
447023,1981.0,0.4139,0.5861
204431,46.0,0.1957,0.8043
488396,33.0,0.9394,0.0606
497310,108.0,0.0093,0.9907
120078,625.0,0.1632,0.8368
209700,208.0,0.149,0.851
420255,77.0,0.974,0.026
240718,993.0,0.9406,0.0594
469911,95.0,0.0632,0.9368
434344,217.0,0.0323,0.9677
454971,205.0,0.0878,0.9122
440262,406.0,0.9532,0.0468
156842,193.0,0.0259,0.9741
450650,230.0,0.087,0.913
454786,641.0,0.6396,0.3604
457837,131.0,0.0534,0.9466
146807,64.0,0.1094,0.8906
487904,26.0,0.6154,0.3846
494524,84.0,0.0476,0.9524
111726,148.0,0.7703,0.2297
376330,196.0,0.2653,0.7347
181145,24.0,0.0833,0.9167
246974,403.0,0.1042,0.8958
485379,281.0,0.2242,0.7758
460765,42.0,0.0476,0.9524
199883,163.0,0.1166,0.8834
487791,503.0,0.9085,0.0915
444051,43.0,0.0,1.0
434830,160.0,0.0063,0.9938
436632,142.0,0.1901,0.8099
447768,1639.0,0.2325,0.7675
415057,20.0,1.0,0.0
132976,313.0,0.5495,0.4505
393649,1288.0,0.3859,0.6141
377652,152.0,0.0526,0.9474
172015,76.0,0.0132,0.9868
177719,415.0,0.1205,0.8795
115357,171.0,0.2982,0.7018
449700,369.0,0.2195,0.7805
212382,138.0,0.0072,0.9928
375540,38.0,0.0,1.0
159601,30.0,0.0,1.0
441256,43.0,0.0233,0.9767
378956,608.0,0.9293,0.0707
443669,69.0,0.087,0.913
491066,71.0,0.0282,0.9718
457299,365.0,0.1781,0.8219
446118,579.0,0.1796,0.8204
215530,40.0,0.0,1.0
482291,1358.0,0.4639,0.5361
221236,280.0,0.6429,0.3571
414063,102.0,0.0,1.0
480161,12.0,0.0833,0.9167
449728,177.0,0.0452,0.9548
484394,140.0,0.1143,0.8857
455734,205.0,0.1854,0.8146
184427,339.0,0.9322,0.0678
461786,26.0,0.0,1.0
406325,140.0,0.0571,0.9429
445656,213.0,0.0329,0.9671
196307,157.0,0.2293,0.7707
179991,37.0,0.0541,0.9459
447795,20.0,0.1,0.9
490151,63.0,0.0159,0.9841
198844,105.0,0.0095,0.9905
486530,157.0,0.0191,0.9809
150428,16.0,0.0,1.0
213181,350.0,0.08,0.92
461625,13.0,1.0,0.0
119553,1198.0,0.2746,0.7254
486497,71.0,0.9437,0.0563
461713,40.0,0.0,1.0
495998,72.0,0.0556,0.9444
261685,32.0,0.0313,0.9688
454537,61.0,0.0164,0.9836
490814,94.0,0.0426,0.9574
181428,861.0,0.1312,0.8688
490258,131.0,0.1679,0.8321
441423,680.0,0.3206,0.6794
486707,85.0,0.0588,0.9412
224271,776.0,0.2436,0.7564
180957,67.0,0.8657,0.1343
109040,1969.0,0.227,0.773
457952,186.0,0.0108,0.9892
212753,86.0,0.0349,0.9651
414489,105.0,0.0095,0.9905
105543,690.0,0.1609,0.8391
237543,122.0,0.2459,0.7541
486503,57.0,0.0175,0.9825
235501,133.0,0.4286,0.5714
214944,515.0,0.8757,0.1243
484376,533.0,0.1107,0.8893
405076,470.0,0.1489,0.8511
419095,40.0,0.075,0.925
110316,87.0,0.2414,0.7586
206321,85.0,0.3059,0.6941
485874,156.0,0.0192,0.9808
219851,59.0,0.0339,0.9661
201098,45.0,0.4,0.6
364964,23.0,0.1304,0.8696
446251,64.0,0.3125,0.6875
418223,115.0,0.0609,0.9391
418296,1541.0,0.5457,0.4543
455910,49.0,0.1429,0.8571
449524,308.0,0.0844,0.9156
103927,446.0,0.1861,0.8139
475176,704.0,0.5554,0.4446
228653,585.0,0.1795,0.8205
417275,27.0,0.9259,0.0741
444228,30.0,0.0,1.0
490735,95.0,0.0526,0.9474
476230,30.0,0.0667,0.9333
456074,143.0,0.049,0.951
449533,57.0,0.1579,0.8421
456931,320.0,0.5313,0.4688
209676,97.0,0.0928,0.9072
204459,10.0,0.9,0.1
481100,106.0,0.1887,0.8113
485768,443.0,0.6795,0.3205
475325,170.0,0.0235,0.9765
455211,317.0,0.0252,0.9748
454856,1034.0,0.1286,0.8714
216746,52.0,0.8846,0.1154
145099,274.0,0.0693,0.9307
451282,124.0,0.0323,0.9677
468848,848.0,0.5118,0.4882
418560,87.0,0.1609,0.8391
448372,189.0,0.3968,0.6032
115931,614.0,0.8046,0.1954
222886,375.0,0.0613,0.9387
441663,261.0,0.1034,0.8966
475404,149.0,0.0134,0.9866
401764,223.0,0.0224,0.9776
148593,82.0,0.0732,0.9268
217323,276.0,0.9674,0.0326
391005,117.0,0.0256,0.9744
109721,202.0,0.2426,0.7574
447467,98.0,0.051,0.949
451255,52.0,0.0385,0.9615
449393,120.0,0.3333,0.6667
487409,616.0,0.3929,0.6071
456287,117.0,0.0085,0.9915
493530,46.0,0.3261,0.6739
188890,1072.0,0.9785,0.0215
365693,138.0,0.0,1.0
107099,90.0,0.0556,0.9444
455141,208.0,0.024,0.976
203146,396.0,0.9242,0.0758
399869,540.0,0.9519,0.0481
484899,209.0,0.0239,0.9761
407151,70.0,0.0,1.0
414869,333.0,0.012,0.988
462062,113.0,0.0,1.0
218335,300.0,0.1067,0.8933
457031,65.0,0.0,1.0
481207,131.0,0.1374,0.8626
202657,365.0,0.263,0.737
201478,183.0,0.4536,0.5464
482015,772.0,0.7189,0.2811
212975,94.0,0.766,0.234
459116,102.0,0.0686,0.9314
148098,48.0,0.0208,0.9792
482097,340.0,0.4941,0.5059
454935,78.0,0.0128,0.9872
483911,22.0,0.0,1.0
199689,186.0,0.0376,0.9624
484950,67.0,0.0896,0.9104
149550,147.0,0.0952,0.9048
493804,95.0,0.7158,0.2842
261861,8.0,0.0,1.0
460118,62.0,0.0161,0.9839
367088,107.0,0.028,0.972
148511,115.0,0.2174,0.7826
168555,31.0,0.0323,0.9677
417248,51.0,0.9608,0.0392
407461,72.0,0.75,0.25
488271,85.0,0.0235,0.9765
439747,190.0,0.1737,0.8263
484206,233.0,0.0043,0.9957
143473,31.0,0.0645,0.9355
376224,185.0,0.227,0.773
446288,77.0,0.0,1.0
133155,675.0,0.4578,0.5422
219453,125.0,0.008,0.992
440855,154.0,0.039,0.961
491215,57.0,0.9649,0.0351
237473,101.0,0.703,0.297
124681,1173.0,0.4066,0.5934
202453,69.0,0.8551,0.1449
457633,231.0,0.0346,0.9654
221591,352.0,0.6818,0.3182
480930,37.0,0.0,1.0
491950,921.0,0.1379,0.8621
427894,60.0,0.9833,0.0167
385132,115.0,0.0522,0.9478
460525,27.0,0.1111,0.8889
458070,270.0,0.0481,0.9519
441371,6368.0,0.0313,0.9688
226277,1212.0,0.92,0.08
447917,41.0,0.1951,0.8049
455859,254.0,0.0118,0.9882
159513,183.0,0.0328,0.9672
457439,145.0,0.0138,0.9862
486345,207.0,0.9855,0.0145
437556,1108.0,0.407,0.593
111513,205.0,0.0146,0.9854
476568,19.0,0.6842,0.3158
448026,122.0,0.0492,0.9508
488916,43.0,0.0,1.0
414939,300.0,0.1333,0.8667
455965,130.0,0.0615,0.9385
366632,5.0,0.0,1.0
494630,47.0,0.5532,0.4468
488411,103.0,0.0097,0.9903
488998,103.0,0.1748,0.8252
221607,257.0,0.6537,0.3463
479062,113.0,0.9469,0.0531
457563,237.0,0.0295,0.9705
441052,1465.0,0.2614,0.7386
484163,178.0,0.264,0.736
450951,150.0,0.5267,0.4733
459170,292.0,0.1062,0.8938
492005,56.0,0.0179,0.9821
455327,50.0,0.06,0.94
445735,574.0,0.2613,0.7387
459985,508.0,0.5118,0.4882
237127,39.0,0.0,1.0
107488,201.0,0.7264,0.2736
483920,202.0,0.5693,0.4307
418533,239.0,0.1423,0.8577
387925,113.0,0.0973,0.9027
126915,173.0,0.3006,0.6994
137023,373.0,0.4504,0.5496
449083,202.0,1.0,0.0
479983,108.0,0.1296,0.8704
495925,68.0,0.1176,0.8824
439118,298.0,0.151,0.849
381732,55.0,0.2364,0.7636
461838,175.0,0.0114,0.9886
437936,669.0,0.1241,0.8759
209153,26.0,0.1538,0.8462
180063,37.0,0.027,0.973
468291,74.0,0.1081,0.8919
161527,248.0,0.0927,0.9073
204963,47.0,0.0638,0.9362
382780,155.0,0.0581,0.9419
375106,138.0,0.8261,0.1739
186052,886.0,0.8352,0.1648
171997,130.0,0.0385,0.9615
460011,182.0,0.0,1.0
456597,271.0,0.0185,0.9815
481517,91.0,0.0769,0.9231
494728,54.0,0.7963,0.2037
146454,28.0,0.0,1.0
461607,90.0,0.1444,0.8556
221494,432.0,0.7824,0.2176
488174,36.0,0.5833,0.4167
490407,79.0,0.0127,0.9873
418278,115.0,0.2609,0.7391
159197,505.0,0.8436,0.1564
404912,802.0,0.1995,0.8005
483823,635.0,0.7087,0.2913
118161,117.0,0.0342,0.9658
402563,210.0,0.0524,0.9476
114460,293.0,0.1297,0.8703
260691,768.0,0.2695,0.7305
433013,714.0,0.3235,0.6765
481146,84.0,0.131,0.869
438285,240.0,0.0917,0.9083
210711,51.0,0.0392,0.9608
491473,750.0,0.576,0.424
481775,248.0,0.3024,0.6976
210784,156.0,0.0064,0.9936
406149,86.0,0.2093,0.7907
212300,67.0,0.0149,0.9851
133997,332.0,0.3253,0.6747
457110,463.0,0.1771,0.8229
446109,294.0,0.1565,0.8435
419280,29.0,0.0,1.0
375939,121.0,0.1901,0.8099
476595,93.0,0.172,0.828
431071,23.0,0.3043,0.6957
221281,170.0,0.4412,0.5588
484109,92.0,0.0109,0.9891
443650,2478.0,0.1917,0.8083
451121,117.0,0.0769,0.9231
497198,114.0,0.0263,0.9737
237729,130.0,0.2769,0.7231
430245,611.0,0.2651,0.7349
203234,69.0,0.0435,0.9565
367981,62.0,0.0,1.0
442444,895.0,0.543,0.457
113449,186.0,0.2849,0.7151
