school_id,in_state_tuition,out_of_state_tuition,loan_principal,pell_grant_rate,federal_loan_rate,completion_rate,completion_score,size_score,in_state_tuition_score,financial_aid_score,ranking_score,rank
110194,,,9500.0,0.7263,0.6394,0.8702,0.8701999999129799,0.0019111323459149534,1.0,0.7262999999273699,0.5968611132099245,76
460932,,,6895.0,0.5213,0.6277,0.9725,0.97249999990275,0.0006080875646093033,1.0,0.52129999994787,0.5966908087317979,77
461810,,,,0.5,0.0,0.9833,0.9832999999016699,0.00018097844184800695,1.0,0.49999999995,0.5966780978195189,78
447865,,,9500.0,0.9231,0.4615,0.7692,0.76919999992308,0.000130304478130565,1.0,0.92309999990769,0.596163030423198,79
448239,,,27396.0,0.5251,0.6983,0.9669,0.96689999990331,0.0008542182455225928,1.0,0.52509999994749,0.5959754217999633,80
413972,,,4750.0,0.5429,0.6,0.9583,0.95829999990417,0.00021717413021760833,1.0,0.54289999994571,0.5959717173884268,81
476498,,,,0.748,0.0,0.8548,0.85479999991452,0.0018097844184800694,1.0,0.7479999999251999,0.595940978417272,82
108065,,,,0.8571,0.5714,0.8,0.79999999992,0.00010134792743488389,1.0,0.85709999991429,0.5957201347681725,83
476869,,,5780.0,0.5867,0.6,0.9333,0.93329999990667,0.0005718918762397019,1.0,0.58669999994133,0.595387189163091,84
447449,,,9500.0,0.5125,0.5125,0.9688,0.9687999999031199,0.00040539170973953554,1.0,0.51249999994875,0.595050539146473,85
485573,,,,0.5104,0.0,0.9689,0.9688999999031099,0.0015419363245450192,1.0,0.51039999994896,0.5949741936079724,86
457396,,,6333.0,0.6068,0.6496,0.92,0.9199999999080001,0.0008107834194790711,1.0,0.60679999993932,0.5947610783174799,87
444404,,,,1.0,1.0,0.7231,0.7230999999276899,0.00015202189115232583,1.0,0.9999999999,0.5946352021646532,88
449603,,,5991.0,0.8672,0.9063,0.7889,0.78889999992111,0.0012740882306099689,1.0,0.86719999991328,0.594627408798611,89
495129,,,4400.0,0.5321,0.3718,0.9559,0.95589999990441,0.0005501744632179412,1.0,0.53209999994679,0.5944450174218828,90
448275,,,8181.0,0.8182,1.0,0.8125,0.81249999991875,0.0001375436158044853,1.0,0.81819999991818,0.5943337543371484,91
476610,,,3695.0,0.6901,0.662,0.8764,0.87639999991236,0.00020269585486976777,1.0,0.69009999993099,0.5943102695610579,92
146533,,,15000.0,0.5855,0.6908,0.9278,0.92779999990722,0.0008397399701747522,1.0,0.58549999994145,0.5941939739726065,93
449135,7495.0,7495.0,5000.0,0.9175,0.1262,0.8158,0.81579999991842,0.0015998494259363814,0.8903678783003001,0.9174999999082499,0.5941067727471326,94
487959,,,6222.0,0.6,0.7053,0.92,0.9199999999080001,0.0006153267022832237,1.0,0.59999999994,0.5940615326458283,95
237491,,,,0.8095,0.0,0.8148,0.8147999999185199,0.000130304478130565,1.0,0.80949999991905,0.5939230304234221,96
417910,19730.0,19730.0,9500.0,0.9476,0.7382,0.8889,0.88889999991111,0.0014550666724579759,0.7114020332041253,0.94759999990524,0.5938257099604044,97
461263,,,15418.0,0.6307,0.7216,0.9027,0.9026999999097299,0.0011655011655011648,1.0,0.63069999993693,0.5937265500921891,98
193858,,,6887.0,0.9349,0.7377,0.7491,0.74909999992509,0.001925610621262794,1.0,0.93489999990651,0.5935025610377953,99
486415,,,9942.0,0.685,0.716,0.873,0.8729999999126999,0.0034675469458078133,1.0,0.6849999999315001,0.5934467546702709,100
261773,,,9481.0,0.561,0.6341,0.9362,0.93619999990638,0.00024613068091328946,1.0,0.5609999999439,0.5933646130437573,101
409032,,,,1.0,0.0,0.7163,0.71629999992837,0.0003836742967177747,1.0,0.9999999999,0.5932983674053458,102
419721,8295.0,8295.0,3000.0,0.9777,0.1027,0.7867,0.78669999992133,0.0018025452808061492,0.8786659840561692,0.97769999990223,0.5931568529081865,103
194666,9500.0,9500.0,,0.8337,0.0,0.8667,0.86669999991333,0.00312006833745964,0.8610400058509473,0.83369999991663,0.5931260073931697,104
481191,,,5500.0,0.7227,0.45,0.8531,0.85309999991469,0.001665001665001664,1.0,0.72269999992773,0.5930565001422112,105
481863,,,9389.0,0.9083,0.9167,0.7596,0.75959999992404,0.0003981525720656153,1.0,0.90829999990917,0.5927898152329316,106
484020,,,9500.0,0.9577,0.9577,0.7333,0.7332999999266699,0.000441587398109137,1.0,0.9576999999042299,0.5924741587155679,107
457606,,,,0.6429,0.0,0.8896,0.8895999999110399,0.0007094354920441872,1.0,0.64289999993571,0.5922809435249834,108
446206,,,9833.0,0.617,0.7021,0.9024,0.9023999999097599,0.0004271091227612964,1.0,0.6169999999383,0.5922227108880581,109
143491,,,,0.8085,0.3404,0.8065,0.80649999991935,0.00028232636928289084,1.0,0.80849999991915,0.5921782326127133,110
488378,,,6333.0,0.8232,0.7927,0.7975,0.79749999992025,0.0006660006660006656,1.0,0.82319999991768,0.5918866000424181,111
248624,,,12440.0,0.6918,0.5205,0.8627,0.86269999991373,0.0005574136008918614,1.0,0.69179999993082,0.5917757413359173,112
420370,,,7074.0,0.96,0.875,0.7253,0.72529999992747,0.002808785417481068,1.0,0.959999999904,0.5913408785176422,113
109730,,,9500.0,0.9074,0.2222,0.752,0.7519999999248,0.0006804789413485062,1.0,0.90739999990926,0.5912080478700208,114
441575,,,,0.7969,0.0,0.806,0.8059999999194001,0.0021283064761325617,1.0,0.79689999992031,0.5911028306235242,115
238005,,,6326.0,0.7903,0.8387,0.8095,0.80949999991905,0.0005718918762397019,1.0,0.79029999992097,0.590987189163531,116
493150,,,7767.0,0.5534,0.5916,0.9265,0.92649999990735,0.0012596099552621284,1.0,0.55339999994466,0.5907659609714623,117
193265,,,5500.0,0.4636,0.5727,0.9704,0.97039999990296,0.00047778308647873836,1.0,0.46359999995364,0.5904877782846039,118
494995,,,,0.8413,0.0,0.7813,0.7812999999218699,0.0002533698185872097,1.0,0.84129999991587,0.5904153369578198,119
495299,,,,0.4023,0.3678,1.0,0.9999999999,0.00039091343439169503,1.0,0.40229999995977,0.5902690913194162,120
457572,,,7389.0,0.5297,0.5891,0.9358,0.9357999999064199,0.0009990009990009983,1.0,0.52969999994703,0.590229900075887,121
487968,,,9500.0,0.45,0.63,0.9756,0.9755999999024401,0.00052121791252226,1.0,0.449999999955,0.5901721217672402,122
443207,,,8785.0,0.7982,0.6009,0.8,0.79999999992,0.0007094354920441872,1.0,0.79819999992018,0.5898909435252224,123
380067,,,,0.958,0.0,0.719,0.7189999999280999,0.0019400888966106344,1.0,0.9579999999041999,0.5897940088657011,124
461856,,,9500.0,0.9066,0.8872,0.7444,0.7443999999255599,0.0004633048111308978,1.0,0.9065999999093399,0.5895863304571591,125
488280,,,6333.0,0.4217,0.241,0.9869,0.9868999999013099,0.0002678480939350503,1.0,0.42169999995783003,0.5895767847854385,126
451501,,,,0.9797,0.0,0.7065,0.70649999992935,0.0020414368240455182,1.0,0.97969999990203,0.5894741436584776,127
488952,,,8481.0,0.899,0.9091,0.747,0.7469999999253,0.0003619568836960139,1.0,0.8989999999101,0.5893361956644396,128
483382,,,6022.0,0.5173,0.5589,0.9336,0.93359999990664,0.0016794799403495044,1.0,0.51729999994827,0.58861794797019,129
188650,,,9500.0,0.6827,0.7096,0.8512,0.8511999999148799,0.0010713923757402011,1.0,0.6826999999317299,0.5886171392137229,130
469610,,,9500.0,0.7117,0.6937,0.8372,0.83719999991628,6.51522390652825e-05,1.0,0.71169999992883,0.5886165152000455,131
260336,,,10307.0,0.7027,0.5676,0.8409,0.84089999991591,0.00012306534045664473,1.0,0.70269999992973,0.5884623065102007,132
420981,,,,0.9389,0.0095,0.7216,0.72159999992784,0.0024540676714589742,1.0,0.93889999990611,0.5884554067433249,133
430582,,,8805.0,0.7093,0.7093,0.8356,0.83559999991644,0.0029608073086333938,1.0,0.70929999992907,0.5883460807070584,134
459374,,,6861.0,0.5067,0.5906,0.9375,0.93749999990625,0.0007601094557616292,1.0,0.50669999994933,0.5882460109217592,135
220127,,,,0.6573,0.0,0.8599,0.85989999991401,0.0031852205765249223,1.0,0.65729999993427,0.5880285220338815,136
371690,,,,0.6011,0.0,0.8865,0.88649999991135,0.005885418928897186,1.0,0.6010999999398899,0.5879985418691487,137
250902,,,4889.0,0.6577,0.6577,0.86,0.859999999914,0.0007383920427398683,1.0,0.6576999999342299,0.5878438391804971,138
492652,,,9500.0,0.5775,0.4225,0.9,0.89999999991,0.0001592610288262461,1.0,0.57749999994225,0.5877659260791077,139
460969,,,6223.0,0.7376,0.6198,0.8189,0.8188999999181099,0.002063154237067279,1.0,0.73759999992624,0.5877463153999527,140
207704,,,5500.0,0.5811,0.4223,0.8974,0.89739999991026,0.0014912623608275774,1.0,0.58109999994189,0.5877391262123237,141
165255,,,5500.0,0.4776,0.7306,0.9487,0.94869999990513,0.0013464796073491716,1.0,0.47759999995224,0.5876346479369848,142
483841,,,,0.5214,0.0,0.9267,0.92669999990733,0.00018821757952192724,1.0,0.52139999994786,0.5874988217342042,143
489256,12780.0,12780.0,,0.5991,0.0,0.9804,0.98039999990196,0.0014478275347840556,0.8130622394500112,0.59909999994009,0.5874410066728806,144
419712,8295.0,8295.0,3000.0,0.9741,0.069,0.7595,0.7594999999240499,0.0009338487599357158,0.8786659840561692,0.97409999990259,0.5872699832566795,145
228185,,,,0.6897,0.0,0.8409,0.84089999991591,0.000130304478130565,1.0,0.6896999999310299,0.587163030424098,146
483106,,,6333.0,0.4644,0.4799,0.9512,0.95119999990488,0.0014985014985014976,1.0,0.46439999995355996,0.5868298501261822,147
453792,,,12402.0,0.6355,0.6636,0.8646,0.86459999991354,0.0007963051441312306,1.0,0.6354999999364499,0.5865496304907661,148
444194,7795.0,7795.0,,0.8525,0.0,0.8125,0.81249999991875,0.0013754361580448529,0.885979667958751,0.85249999991475,0.5864855103869046,149
449463,,,6333.0,0.6006,0.6454,0.8789,0.87889999991211,0.0013102839189795704,1.0,0.6005999999399401,0.5859710283683139,150
483744,,,9500.0,0.7015,0.4776,0.8286,0.82859999991714,0.0004850222241526586,1.0,0.70149999992985,0.5859185021988282,151
418782,8295.0,8295.0,3000.0,0.9194,0.0711,0.779,0.7789999999221,0.0019907628603280767,0.8786659840561692,0.91939999990806,0.5858056746668758,152
495262,,,3666.0,0.3571,0.2143,1.0,0.9999999999,0.00032576119532641253,1.0,0.35709999996429,0.5857425760959617,153
440730,,,5792.0,0.7365,0.712,0.8073,0.80729999991927,0.0027798288667853868,1.0,0.7364999999263501,0.5853879828631675,154
158617,,,6100.0,0.7623,0.1753,0.7934,0.79339999992066,0.0046040915606132965,1.0,0.76229999992377,0.5853704091325703,155
457086,,,18040.0,0.6929,0.7095,0.8287,0.82869999991713,0.0013030447813056501,1.0,0.6928999999307099,0.5851603044546275,156
483009,,,9500.0,0.9161,0.8393,0.7169,0.71689999992831,0.0014912623608275774,1.0,0.91609999990839,0.5851391262125837,157
484923,,,6333.0,0.4124,0.5567,0.9682,0.96819999990318,0.000441587398109137,1.0,0.41239999995876,0.5849241587163229,158
475431,,,6333.0,0.3918,0.4327,0.9785,0.97849999990215,0.0003547177460220936,1.0,0.39179999996082,0.5849154717511142,159
184746,,,7600.0,0.6496,0.7774,0.8492,0.84919999991508,0.0005936092892614628,1.0,0.6495999999350399,0.5848593609054462,160
363679,,,7830.0,0.3984,0.3826,0.9737,0.97369999990263,0.0015129797738493381,1.0,0.39839999996015996,0.584731297953927,161
490470,,,7391.0,0.7778,0.75,0.7843,0.78429999992157,0.00010858706510880417,1.0,0.77779999992222,0.584650858683047,162
219596,,,,0.58,0.0,0.8805,0.8804999999119499,0.0015998494259363814,1.0,0.5799999999419999,0.5842599849191836,163
438984,,,,0.9012,0.0,0.7183,0.7182999999281701,0.0003836742967177747,1.0,0.90119999990988,0.5838183674062938,164
497189,,,,0.5556,0.5833,0.8905,0.89049999991095,0.00022441326789152862,1.0,0.55559999994444,0.5836824413034232,165
443021,,,,0.5844,0.4156,0.8761,0.87609999991239,0.00017373930417408667,1.0,0.58439999994156,0.5836773739070513,166
444936,,,6000.0,0.5583,0.2524,0.8886,0.8885999999111399,0.0007818268687833901,1.0,0.55829999994417,0.5836281826635232,167
456977,13152.0,13152.0,8500.0,1.0,1.0,0.7639,0.76389999992361,0.000441587398109137,0.8076208586264905,0.9999999999,0.583586244577182,168
486813,,,9500.0,0.6515,0.6162,0.8393,0.8392999999160701,0.004871939654548347,1.0,0.65149999993485,0.5834971939421538,169
484048,,,9500.0,0.3968,0.3968,0.9688,0.9687999999031199,0.00045606567345697754,1.0,0.39679999996032,0.5834856065440017,170
443252,,,9500.0,0.6838,0.4797,0.8172,0.8171999999182801,0.016563146997929597,1.0,0.68379999993162,0.583476314676611,171
189990,,,5477.0,0.3679,0.3671,0.9792,0.97919999990208,0.0053931575670706075,1.0,0.36789999996321,0.5831693157334441,172
491686,,,16500.0,0.6333,0.4167,0.8475,0.84749999991525,0.00024613068091328946,1.0,0.63329999993667,0.5828546130448082,173
480833,,,9473.0,0.6611,0.7364,0.8305,0.83049999991695,0.0060229625447016715,1.0,0.66109999993389,0.5828122962312491,174
367051,,,7048.0,0.6015,0.6015,0.8627,0.86269999991373,0.0005718918762397019,1.0,0.60149999993985,0.582747189164355,175
443322,,,9317.0,0.9746,0.9746,0.6728,0.67279999993272,0.0016577625273277437,1.0,0.97459999990254,0.5821857762295308,176
491075,,,5500.0,0.7294,0.7059,0.7954,0.79539999992046,0.0004995004995004992,1.0,0.7293999999270601,0.5820699500267481,177
191728,,,6333.0,0.6564,0.7144,0.8286,0.82859999991714,0.006891659065572105,1.0,0.6563999999343599,0.5820491658834211,178
445948,,,8314.0,0.7943,0.7976,0.7554,0.7553999999244599,0.014203188116231585,1.0,0.79429999992057,0.5819303187885722,179
171988,,,5500.0,0.8038,0.8608,0.757,0.7569999999243,0.0005936092892614628,1.0,0.8037999999196199,0.5818393609057482,180
491695,,,9054.0,0.6761,0.6338,0.8205,0.82049999991795,0.0002678480939350503,1.0,0.67609999993239,0.5817367847862226,181
402800,,,5432.0,0.6906,0.5561,0.8118,0.81179999991882,0.0010569141003923606,1.0,0.69059999993094,0.5815256913868972,182
413820,,,9500.0,0.6977,0.5814,0.8085,0.80849999991915,0.00015202189115232583,1.0,0.69769999993023,0.5814852021659682,183
443562,6970.0,6970.0,5000.0,0.8,0.1552,0.8066,0.80659999991934,0.0020197194110237577,0.8980472463980108,0.79999999992,0.5813266965567715,184
490452,,,9500.0,0.5,0.8235,0.9063,0.9062999999093699,0.0003619568836960139,1.0,0.49999999995,0.5812961956652437,185
437635,,,9096.0,0.6426,0.6933,0.8317,0.83169999991683,0.0050456789587224335,1.0,0.6425999999357399,0.5811045678728123,186
491941,,,8708.0,0.5571,0.5952,0.8764,0.87639999991236,0.0011075880641098026,1.0,0.55709999994429,0.581100758783312,187
476559,,,6333.0,0.7085,0.4798,0.8,0.79999999992,0.0007601094557616292,1.0,0.70849999992915,0.5809260109224912,188
400187,,,,0.4153,0.0,0.9435,0.94349999990565,0.0037353950397428634,1.0,0.41529999995847,0.5806035394809512,189
495040,,,6333.0,0.3519,0.3426,0.9767,0.97669999990233,0.0003619568836960139,1.0,0.35189999996481,0.5805661956653166,190
461582,,,7136.0,0.4909,0.4982,0.9067,0.9066999999093299,0.0011799794408490054,1.0,0.49089999995091,0.580547997921042,191
484330,,,8481.0,0.8133,0.8667,0.7458,0.74579999992542,0.00021717413021760833,1.0,0.81329999991867,0.5805117173899728,192
481386,,,17363.0,0.6148,0.6937,0.8434,0.8433999999156601,0.0024540676714589742,1.0,0.61479999993852,0.5804054067441299,193
492643,,,7389.0,0.5297,0.7405,0.8867,0.8866999999113301,0.0006370441153049844,1.0,0.52969999994703,0.5803737043884994,194
158246,,,8772.0,0.8027,0.7848,0.75,0.749999999925,0.0009266096222617956,1.0,0.80269999991973,0.5803626609391992,195
476957,,,,0.5263,0.1579,0.8868,0.8867999999113201,8.686965208704334e-05,1.0,0.52629999994737,0.5799986869422098,196
189413,12025.0,12025.0,6347.0,0.809,0.1857,0.832,0.8319999999168,0.0028305028305028288,0.8241059021429097,0.8089999999191001,0.5799936404726113,197
452072,,,8481.0,0.7333,0.8667,0.7818,0.78179999992182,0.0001665001665001664,1.0,0.7332999999266699,0.579706649993681,198
168892,,,,0.7462,0.0,0.775,0.7749999999225,0.0008397399701747522,1.0,0.74619999992538,0.5797039739740555,199
455886,,,7307.0,0.6024,0.5863,0.8461,0.84609999991539,0.0013392404696752514,1.0,0.60239999993976,0.5795939240240215,200
383163,,,5909.0,0.3196,0.3196,0.9875,0.98749999990125,0.0012596099552621284,1.0,0.31959999996804,0.5795859609725802,201
413176,,,,0.5455,0.0,0.875,0.8749999999125,0.0002678480939350503,1.0,0.54549999994545,0.5795767847864386,202
136765,3918.0,10398.0,,0.7164,0.0,0.8163,0.81629999991837,0.0029173724825898723,0.9426899729393696,0.71639999992836,0.5794607345187059,203
383312,,,,0.5375,0.0,0.8783,0.87829999991217,0.00047054394880481805,1.0,0.53749999994625,0.5794570543719395,204
443951,,,,0.9524,0.0,0.6709,0.67089999993291,0.00032576119532641253,1.0,0.95239999990476,0.5794525760965907,205
486716,,,5500.0,0.8571,0.9026,0.7183,0.7182999999281701,0.0005139787748483398,1.0,0.85709999991429,0.5794213978545479,206
201867,,,15000.0,0.3663,0.6238,0.9625,0.96249999990375,0.0007311529050659481,1.0,0.36629999996337004,0.5792031152675936,207
483647,17303.0,17303.0,9499.0,0.9158,0.9684,0.814,0.8139999999186,0.0002316524055654489,0.746902654867257,0.91579999990842,0.5790934307018443,208
490434,,,,0.551,0.5306,0.8696,0.86959999991304,0.00021717413021760833,1.0,0.5509999999449,0.5790417173901198,209
446604,14500.0,14500.0,,0.8895,0.0,0.7952,0.79519999992048,0.01874936657545352,0.7879031668251302,0.88949999991105,0.5786552533152594,210
