school_id,transfer_rate_4yr_full_time,transfer_rate_4yr_full_time_pooled,transfer_rate_cohort_4yr_full_time,transfer_rate_less_than_4yr_full_time,transfer_rate_less_than_4yr_full_time_pooled
193265,,,,0.0,0.0
494995,,,,0.0,0.0
495299,,,,0.0,0.0
457572,,,,0.0,0.0
487968,,,,0.0,0.0
443207,,,,0.0,0.0
380067,,,,0.0,0.0
461856,,,,0.0,0.0
488280,,,,0.0,0.0
451501,,,,0.0,0.0
488952,,,,0.0,0.0
483382,,,,0.0,0.0
188650,,,,0.0,0.0
469610,,,,0.0,0.0
260336,,,,0.0,0.0
420981,,,,0.0,0.0
430582,,,,0.0,0.0
459374,,,,0.0,0.0
220127,,,,0.0,0.0
371690,,,,0.1065,0.1135
250902,,,,0.0455,0.08
492652,,,,0.0,0.0
460969,,,,0.0,0.0158
207704,,,,0.0,0.0
165255,,,,0.0625,0.0256
483841,,,,0.0,0.0
489256,,,,0.0,0.0
419712,,,,0.0,0.0
228185,,,,0.0526,0.0227
483106,,,,0.0,0.0
453792,,,,0.0,0.0484
444194,,,,0.0952,0.0625
449463,,,,0.0,0.0
483744,,,,0.0,0.0
418782,,,,0.0,0.0
495262,,,,0.0,0.0
440730,,,,0.0,0.0
158617,,,,0.0,0.0
457086,0.0,0.0,11.0,,
483009,,,,0.0,0.0
484923,,,,0.0,0.0
475431,,,,0.0,0.0
184746,,,,0.0,0.0
363679,,,,0.0,0.0
490470,,,,0.0,0.0
219596,,,,0.0,0.0
438984,,,,0.0,0.0
497189,,,,0.0,0.0
443021,,,,0.0098,0.0089
444936,,,,0.0,0.0
456977,,,,0.0,0.0
486813,,,,0.0113,0.0095
484048,,,,0.0,0.0
443252,,,,0.0,0.0
189990,,,,0.0,0.0
491686,,,,0.0,0.0
480833,,,,0.0,0.0
367051,,,,0.0,0.0
443322,,,,0.0,0.0
491075,,,,0.0,0.0
191728,,,,0.0,0.0
445948,,,,0.0,0.0
171988,,,,0.0,0.0
491695,,,,0.0,0.0
402800,,,,0.0,0.0
413820,,,,0.0,0.1064
443562,0.0,0.0,123.0,,
490452,,,,0.0,0.0
437635,,,,0.0,0.0
491941,,,,0.0,0.0
476559,,,,0.0,0.0
400187,,,,0.0,0.0
495040,,,,0.0,0.0
461582,,,,0.0,0.0
484330,,,,0.0,0.0
481386,,,,,
492643,,,,0.0,0.0
158246,,,,0.0,0.0
476957,,,,0.0,0.0
189413,0.0379,0.0456,132.0,,
452072,,,,0.0,0.0
168892,,,,0.0,0.0
455886,,,,0.0,0.0
383163,,,,0.0,0.0
413176,,,,0.0,0.0
136765,,,,0.0,0.0
383312,,,,0.0,0.0
443951,,,,0.0,0.0
486716,,,,0.0,0.0
201867,,,,,
483647,,,,0.0,0.0
490434,,,,0.0,0.0
446604,0.0319,0.0549,282.0,,
196389,,,,0.0,0.0146
491923,,,,0.0,0.0
481331,,,,0.0,0.0
456001,,,,0.0,0.0
228282,,,,0.0161,0.0214
110875,,,,0.0,0.0
481289,,,,0.0,0.0
363013,,,,0.0,0.0
451626,,,,0.0,0.0
187000,,,,0.0,0.0
439969,0.0,0.0313,12.0,,
229300,,,,,
107123,,,,,
484367,,,,0.0036,0.0023
408862,,,,0.0,0.0303
491932,,,,0.1176,0.0435
439844,,,,0.0,0.0
462336,,,,0.0,0.0
137713,,,,0.0,0.0
238810,,,,0.0,0.0
237844,,,,0.0,0.0
186016,,,,0.0,0.0
460093,,,,0.0213,0.0085
365240,,,,0.0,0.0
202152,,,,0.0,0.0
490197,,,,0.0,0.0339
423120,,,,0.0132,0.0058
491677,,,,0.0,0.0
444583,,,,0.0,0.0
228200,,,,0.0,0.0
459499,,,,0.0,0.0
485801,,,,0.0,0.0
490461,,,,0.0,0.0
483276,,,,0.0,0.0
457493,,,,0.0,0.0
492689,,,,,
447810,,,,0.0,0.0
142407,,,,0.0,0.0
217794,,,,0.0,0.0
486150,,,,0.0,0.0
490018,,,,0.0,0.0
461218,,,,0.0307,0.0151
419703,,,,0.0,0.0
412535,,,,0.0,0.0
486752,,,,0.0,0.0
461962,,,,0.0,0.0
441706,,,,0.0,0.0
447591,,,,0.0,0.0
147819,,,,0.0,0.0
395690,,,,0.0,0.0
479965,,,,0.0,0.0
449685,,,,0.0,0.0
451529,,,,0.0,0.0
481128,,,,0.0,0.0
152044,,,,0.0,0.0
428055,,,,0.0,0.0
493752,,,,0.0,0.0
455831,,,,0.0,0.0
447908,,,,0.0,0.0303
495183,,,,0.0,0.0
189219,,,,0.0,0.0064
480903,,,,0.0,0.0
457484,0.0,0.25,11.0,,
448424,,,,0.0,0.0
490346,,,,0.0,0.0
456515,,,,0.0,0.0
219037,,,,0.0,0.0
223083,,,,,
488299,,,,0.0,0.0
449782,,,,0.0,0.0
417503,,,,0.0,0.0
457624,,,,0.0,0.0
135142,,,,0.0,0.0
481960,,,,0.0,0.0
459967,,,,0.0,0.0
193380,,,,,
367334,,,,0.0,0.0
454698,,,,0.0,0.0
217077,,,,0.0,0.0
365833,,,,0.0,0.0
175698,,,,0.0,0.0339
123350,,,,0.0,0.0
210599,,,,0.0,0.0
493743,,,,0.0,0.0
228088,,,,0.0,0.0244
444440,,,,0.0,0.0
407142,,,,0.0,0.0
455220,,,,0.0189,0.0345
439622,,,,0.0,0.0
368771,,,,0.0,0.0
481526,,,,0.0,0.0
480037,,,,0.0259,0.0134
490391,,,,0.0,0.0
475468,,,,0.0,0.0
444529,,,,0.0,0.0
493682,,,,0.0,0.0
201539,,,,0.0,0.0
444671,,,,0.0,0.0
139995,,,,0.0,0.0
416458,,,,0.0,0.0
208044,,,,0.0,0.0
458104,,,,0.0286,0.025
459532,,,,0.0,0.0
365824,,,,0.0,0.0
449250,,,,0.0,0.0
495101,,,,0.0,0.0
487506,,,,0.0,0.0
490300,,,,0.0,0.0
457943,,,,0.0,0.0
418038,,,,0.0,0.0
442985,,,,0.0,0.0
454980,,,,0.0,0.0
407595,,,,0.0,0.0
447014,0.0722,0.0504,97.0,,
404684,,,,0.0,0.0
496681,,,,,
483753,,,,0.0,0.0
172680,,,,0.0,0.0217
217828,,,,0.0,0.04
145309,,,,0.0,0.0
153773,,,,0.0,0.0
480727,,,,0.0,0.0
457785,,,,0.0,0.0
189404,,,,0.0,0.0
232885,,,,,
168573,,,,0.0,0.0
439871,0.0,0.0,18.0,,
180090,,,,0.0,0.0
236212,,,,0.0,0.0125
489238,,,,0.0072,0.0088
485564,,,,0.0,0.0
496715,,,,0.0,0.0
220163,,,,0.0769,0.14
456825,,,,0.0,0.0
475015,,,,0.0,0.0
206039,,,,0.0,0.0
457466,,,,0.0,0.0
452081,,,,0.0,0.0
226860,,,,0.0,0.0
491899,,,,0.0,0.0
364575,,,,0.0,0.0
227298,,,,0.0,0.0
247409,,,,0.0104,0.0059
381699,,,,0.0,0.0263
450960,,,,0.0,0.0
481340,,,,0.0,0.0
451167,,,,0.0,0.0
467094,,,,0.0,0.0
135559,,,,0.0,0.0
378886,,,,0.0,0.0
461342,,,,0.0943,0.0727
191959,,,,0.0,0.0
231688,,,,0.0,0.0
490531,,,,0.0,0.0
237172,,,,0.0,0.0
494700,,,,0.0,0.0
489159,,,,0.0,0.0
160199,,,,0.0,0.0
453756,,,,0.0,0.0
455798,,,,0.0,0.0118
448123,,,,0.0,0.0
240709,,,,0.0,0.0
430306,,,,0.0,0.0
495943,,,,0.0,0.0
458168,,,,0.0,0.0
203942,,,,0.0,0.0
208859,,,,0.0,0.0211
261676,,,,0.0,0.0
434821,,,,0.0,0.0
485476,,,,0.0,0.0
459408,,,,0.0,0.0
451574,,,,0.0,0.0194
245847,,,,,
451468,,,,0.0,0.0
427308,,,,0.0,0.0
179511,,,,0.0,0.0
163815,,,,0.0,0.0
482194,,,,0.0,0.0
451103,0.3191,0.1064,47.0,,
228644,,,,,
220756,,,,0.0,0.0
209490,,,,,
441645,,,,0.0,0.0
480851,,,,0.0,0.0
481447,,,,0.0,0.0
448646,,,,0.0,0.0
149204,,,,0.0,0.0
204158,,,,0.0,0.0
149763,,,,,
139506,,,,0.0,0.0353
121868,,,,0.0,0.0
419183,,,,0.0,0.0
447999,,,,0.0,0.0
444945,,,,0.0,0.0
117803,,,,,
487348,,,,0.0,0.0
211316,,,,0.0,0.0
377661,0.0671,0.0664,149.0,,
455868,,,,0.0,0.0
487773,,,,0.0,0.0
461865,,,,0.0,0.0
447971,,,,0.0357,0.0414
451042,,,,0.0,0.0
228219,,,,0.0,0.0013
447731,,,,0.0,0.0
446093,,,,0.0,0.0
450988,,,,0.0,0.0
461555,,,,0.0,0.0
433068,,,,0.0,0.0
189468,,,,0.0,0.0
444857,,,,0.0,0.0
455761,,,,0.0,0.0
382461,,,,0.0,0.027
242820,,,,0.0,0.0
476780,,,,0.0,0.0
127316,,,,0.0,0.0
368647,,,,0.0,0.0
443571,,,,0.0,0.0
194259,,,,0.0,0.0
419633,,,,0.0,0.0
107442,,,,0.0,0.0
214290,,,,0.0,0.0
377315,,,,0.0,0.0
437857,,,,0.0,0.0
441618,,,,0.0,0.0
492731,,,,0.0,0.0
456506,,,,0.0,0.0
492722,,,,0.0,0.0
455105,,,,0.0,0.0
185466,,,,0.0,0.0
450128,,,,0.0,0.0
441830,,,,0.0,0.0
418250,,,,0.0,0.0
392257,0.0,0.0,1836.0,,
460145,,,,0.0,0.0
400080,,,,0.0096,0.0047
114637,,,,0.0,0.0
460701,,,,0.0,0.0
461740,,,,0.0,0.025
230144,,,,0.037,0.0241
111054,,,,0.0,0.0
376385,0.0156,0.01,450.0,,
491756,,,,0.0,0.0
419235,,,,0.012,0.011
483230,,,,0.0,0.0
235088,,,,0.0,0.0
159522,,,,0.0,0.0
384245,,,,0.0074,0.0059
418515,,,,0.0,0.0
480824,,,,0.0,0.0
450711,,,,0.0,0.0
367158,,,,0.02,0.0103
241906,,,,0.0,0.0
476878,,,,0.0,0.0
221102,,,,0.0,0.0
454962,,,,0.0,0.0
433387,0.0081,0.021,123.0,,
202949,,,,0.0,0.0
454917,,,,0.0,0.0
103963,,,,0.0,0.0
483735,,,,0.0,0.0
486770,,,,0.0,0.0
154208,,,,0.0,0.0
392415,,,,0.0,0.0
457800,,,,0.0,0.0
488369,,,,0.0625,0.0172
445364,,,,0.0079,0.0039
190318,,,,0.0,0.0
238175,,,,0.0,0.0
209694,,,,0.0,0.0
468963,,,,0.0,0.0
183035,,,,0.0,0.0
169503,,,,0.0182,0.0069
125310,,,,0.0,0.0
434900,0.0364,0.0177,110.0,,
447883,,,,0.0,0.0
481474,,,,0.0,0.0
378105,,,,0.0,0.0
488253,,,,0.0,0.0
169187,,,,0.0,0.0
457855,,,,0.0714,0.027
212355,,,,0.0,0.0
407355,,,,0.0,0.0
491835,,,,0.0,0.0
414124,,,,0.0,0.0
491880,,,,0.0,0.0
483425,,,,0.0,0.0
416801,,,,,
444787,0.0,0.0714,83.0,,
450696,,,,0.0667,0.0339
488970,,,,0.0,0.0
434274,,,,0.0,0.0093
103501,,,,0.0,0.0
457420,,,,0.025,0.0125
215886,,,,0.2273,0.2
197337,,,,0.0,0.0
454944,,,,0.0,0.0
487232,,,,0.0,0.0
425250,,,,0.0938,0.0723
407434,,,,0.0,0.0
487384,,,,0.0284,0.0299
163259,,,,,
494621,,,,,
105677,,,,0.0,0.0
381370,,,,0.0,0.0
418269,,,,0.0,0.0
148575,,,,,
237598,,,,0.0,0.0
120698,,,,,
117636,,,,,
420468,,,,0.0,0.0
485412,,,,0.0,0.0
470296,,,,0.0,0.0323
487454,,,,0.0432,0.0431
435000,,,,,
154545,,,,0.0,0.0
457545,,,,0.0,0.0
409120,,,,0.0,0.0
460808,,,,0.0,0.0
481243,,,,0.0,0.0
389860,,,,0.0,0.0
199980,,,,0.0,0.0
483896,,,,0.0,0.0
408385,,,,0.0,0.0
480921,,,,0.0,0.0143
434140,,,,0.0,0.0026
461926,,,,0.0,0.0
407577,,,,0.0,0.0773
410797,,,,0.0,0.0
176716,,,,0.0,0.0
229337,,,,,
455725,,,,0.0,0.0
203614,,,,0.2945,0.2713
476993,,,,0.0,0.0
447023,,,,0.0,0.0
204431,,,,0.1143,0.1111
488396,,,,0.0,0.0
497310,,,,0.0,0.0
120078,,,,0.0045,0.0019
209700,,,,0.0,0.0
420255,,,,0.0,0.0
240718,,,,0.0,0.0
469911,,,,0.0,0.0
434344,,,,0.0,0.0
454971,,,,0.0,0.0
440262,,,,0.0,0.0
156842,,,,0.0,0.0
450650,,,,0.0,0.0
454786,0.0244,0.0361,82.0,,
457837,,,,0.0,0.0
146807,,,,0.0,0.0
487904,,,,0.0,0.0
494524,,,,0.0,0.0
111726,,,,0.0,0.0
376330,,,,0.0,0.0
181145,,,,,
246974,,,,0.0079,0.0256
485379,,,,0.0,0.0
460765,,,,0.0,0.0082
199883,,,,,
487791,,,,0.0222,0.0125
444051,,,,0.02,0.0088
434830,,,,0.0,0.0065
436632,,,,0.0,0.0
447768,,,,0.0,0.0
415057,,,,0.0,0.0
132976,,,,0.0,0.0
393649,,,,0.0049,0.0024
377652,,,,0.0185,0.0536
172015,,,,0.0,0.0
177719,,,,,
115357,,,,0.0,0.0
449700,,,,0.0,0.0
212382,,,,0.0,0.0
375540,,,,0.0,0.0
159601,,,,0.0,0.0
441256,,,,0.0,0.0
378956,,,,0.0,0.0
443669,,,,0.0,0.0
491066,,,,0.0,0.0
457299,0.0,0.0,50.0,,
446118,,,,0.0,0.0
215530,,,,0.0,0.0
482291,,,,0.0086,0.0047
221236,,,,0.0,0.0
414063,,,,0.0,0.0
480161,,,,0.0,0.0
449728,,,,0.0,0.0
484394,,,,0.0,0.0149
455734,,,,0.0,0.0
184427,,,,0.0,0.0
461786,,,,0.0,0.0
406325,,,,0.0,0.0
445656,,,,0.0,0.0
196307,,,,,
179991,,,,0.0,0.0
447795,,,,0.0,0.0
490151,,,,0.0,0.0
198844,,,,0.0,0.0
486530,,,,0.0,0.0299
150428,,,,0.0,0.0
213181,,,,0.0045,0.0145
461625,,,,0.0,0.0
119553,,,,0.0,0.0
486497,,,,0.0,0.0
461713,,,,0.0,0.0
495998,,,,0.0154,0.0067
261685,,,,0.0,0.0
454537,,,,0.0,0.0
490814,,,,0.0,0.0
181428,,,,,
490258,,,,0.0,0.0
441423,,,,0.0121,0.0197
486707,,,,0.0,0.0
224271,,,,0.0462,0.0256
180957,,,,0.0,0.0
109040,,,,0.0,0.0
457952,,,,0.0,0.0
212753,,,,0.0,0.0
414489,,,,0.0211,0.0265
105543,,,,0.0094,0.0066
237543,,,,0.0,0.0
486503,,,,0.0,0.0
235501,,,,0.0,0.0
214944,,,,0.0,0.0018
484376,,,,0.003,0.002
405076,,,,0.0,0.0
419095,,,,0.0,0.0
110316,,,,,
206321,,,,0.0,0.0
485874,,,,0.0,0.0
219851,,,,0.0,0.0
201098,,,,0.0,0.0
364964,,,,0.0,0.0
446251,,,,0.0,0.0
418223,,,,0.0,0.0
418296,,,,0.0,0.0
455910,,,,0.0,0.0
449524,,,,0.0,0.0208
103927,,,,0.0323,0.0285
475176,,,,0.0098,0.0117
228653,,,,,
417275,,,,0.0,0.0108
444228,,,,0.0,0.0
490735,,,,0.0,0.0
476230,,,,0.0,0.0
456074,,,,0.0,0.0
449533,,,,0.0,0.0
456931,,,,0.0,0.0
209676,,,,0.0171,0.0147
204459,,,,0.4348,0.2635
481100,,,,0.0,0.0
485768,0.0299,0.051,67.0,,
475325,,,,0.0,0.0
455211,,,,0.0,0.0
454856,,,,,
216746,,,,0.0,0.0
145099,,,,0.0,0.0
451282,,,,0.0,0.0
468848,,,,0.0118,0.0086
418560,,,,0.0,0.0
448372,,,,0.0,0.0
115931,,,,0.0,0.0
222886,,,,0.0,0.0
441663,,,,0.0034,0.0017
475404,,,,0.0,0.0
401764,,,,0.0,0.0
148593,,,,,
217323,,,,0.0,0.0046
391005,,,,0.0,0.0
109721,,,,0.0,0.0
447467,,,,0.0,0.0
451255,,,,0.0,0.0
449393,,,,0.0,0.0
487409,,,,0.007,0.024
456287,,,,0.0,0.0071
493530,,,,0.0,0.0
188890,,,,0.0,0.0
365693,,,,0.0,0.0
107099,,,,0.0,0.0
455141,,,,0.0,0.0
203146,,,,0.0,0.0
399869,0.0067,0.0057,447.0,,
484899,,,,0.0,0.0029
407151,,,,0.0,0.0
414869,,,,0.0,0.0
462062,,,,0.0,0.0
218335,,,,,
457031,,,,0.0625,0.0303
481207,,,,0.0,0.0
202657,,,,0.0,0.0
201478,,,,0.0,0.0
482015,,,,0.0,0.0
212975,,,,0.0,0.0
459116,,,,0.0,0.0
148098,,,,0.0455,0.0215
482097,,,,0.0,0.0
454935,,,,0.1778,0.122
483911,,,,0.0,0.0
199689,,,,0.0,0.0
484950,,,,0.0,0.0
149550,,,,0.0,0.0
493804,,,,0.0,0.0
261861,,,,0.0,0.0
460118,,,,0.0,0.0
367088,,,,0.0,0.0
148511,,,,,
168555,,,,0.0,0.0294
417248,,,,0.0,0.0
407461,,,,0.0,0.0
488271,,,,0.0,0.0
439747,,,,0.0,0.0
484206,,,,0.0,0.0
143473,,,,0.0,0.0
376224,0.0465,0.1168,86.0,,
446288,,,,0.0,0.0
133155,,,,0.0061,0.0028
219453,,,,0.0,0.0
440855,,,,0.0,0.0
491215,,,,,0.0
237473,,,,0.0,0.0
124681,,,,0.0227,0.0176
202453,,,,0.0,0.0
457633,,,,0.0,0.0
221591,,,,0.0,0.0
480930,,,,0.0,0.0
491950,,,,0.0,0.0
427894,,,,0.0,0.0
385132,,,,0.0,0.0
460525,,,,0.0,0.0
458070,,,,0.0,0.0
441371,,,,0.0,0.0
226277,,,,0.0,0.0
447917,,,,0.0,0.0
455859,,,,0.0236,0.0236
159513,,,,0.0,0.0
457439,,,,0.0,0.0
486345,,,,0.0,0.0
437556,,,,0.0,0.0
111513,,,,0.0,0.0
476568,,,,0.1,0.05
448026,,,,0.0,0.0
488916,,,,0.0,0.0
414939,,,,0.0028,0.0014
455965,,,,0.0,0.0
366632,,,,0.0,0.0
494630,0.125,0.0952,16.0,,
488411,,,,0.0112,0.0064
488998,,,,0.0,0.0
221607,,,,0.0,0.0
479062,,,,0.0,0.0
457563,,,,0.0,0.0
441052,,,,0.0,0.0
484163,,,,0.0,0.0615
450951,,,,0.0,0.0
459170,,,,0.0,0.0
492005,,,,0.0,0.0
455327,,,,0.0,0.0
445735,,,,,
459985,,,,0.0,0.0
237127,,,,0.0,0.0
107488,,,,0.0116,0.0126
483920,,,,0.0,0.0
418533,,,,0.0,0.0
387925,,,,0.0,0.0
126915,,,,0.0,0.0
137023,,,,0.0,0.0
449083,,,,0.0044,0.002
479983,,,,0.0,0.0
495925,,,,0.0,0.0
439118,,,,0.0,0.0
381732,,,,0.0,0.0159
461838,,,,0.0,0.0
437936,,,,0.0214,0.0103
209153,,,,0.0,0.038
180063,,,,0.0,0.0
468291,,,,0.0167,0.0152
161527,,,,0.0,0.0
204963,,,,0.0,0.0
382780,,,,0.0,0.0
375106,,,,0.0,0.0
186052,,,,0.003,0.0027
171997,,,,0.0,0.0
460011,,,,0.0,0.0
456597,,,,0.0,0.0
481517,,,,0.0,0.0
494728,,,,0.0,0.0
146454,,,,0.0,0.0
461607,,,,0.0,0.0
221494,,,,0.0,0.0
488174,,,,0.0,0.0
490407,,,,0.0,0.0
418278,,,,0.0,0.0
159197,,,,0.0,0.0
404912,,,,0.0144,0.0081
483823,,,,0.0024,0.0009
118161,,,,0.0,0.0
402563,,,,0.0,0.0
114460,,,,0.0,0.0
260691,,,,0.0,0.0
433013,0.0,0.0,22.0,,
481146,,,,0.0,0.0
438285,,,,0.0,0.0
210711,,,,0.0,0.0
491473,,,,0.0,0.0
481775,,,,0.0159,0.008
210784,,,,0.0,0.0
406149,,,,0.0,0.0
212300,,,,0.0,0.0
133997,,,,0.036,0.0409
457110,,,,0.0122,0.0066
446109,,,,0.0,0.0
419280,,,,0.0,0.0
375939,,,,0.0,0.0
476595,,,,0.0,0.0
431071,,,,0.0,0.0
221281,,,,0.0,0.0
484109,,,,0.0,0.0
443650,0.0,0.0,541.0,,
451121,,,,0.0,0.0
497198,,,,,0.0
237729,,,,0.0,0.0
430245,,,,0.0,0.0
203234,,,,0.0,0.0
367981,,,,0.0,0.0
442444,,,,0.0028,0.0105
113449,,,,0.0,0.0
484358,,,,0.0,0.0
476726,,,,0.0,0.0
436775,,,,0.0,0.0
415039,,,,0.0,0.0
201496,,,,0.0,0.0
244279,,,,0.0899,0.0548
447166,,,,0.0,0.0
260664,,,,0.0,0.0
419253,,,,0.0,0.0
219125,,,,0.0,0.0
446127,,,,0.0,0.0469
374343,,,,0.0,0.0
196255,,,,,
177603,,,,0.0,0.0
460914,,,,0.0,0.0
189714,,,,0.0,0.0
460127,,,,0.0,0.0
486822,,,,0.0073,0.0063
445647,,,,0.0,0.0
371964,,,,0.0,0.0
483364,,,,0.0,0.0
372082,,,,0.0,0.0
374316,,,,0.0,0.0
452373,,,,0.0,0.0484
215008,,,,0.0,0.0
145406,,,,0.0,0.0
116563,,,,0.0,0.0
212328,,,,0.0,0.0
484604,,,,0.0,0.0
181190,,,,0.0392,0.0206
461689,,,,0.0063,0.0031
219587,,,,0.2273,0.1294
418454,,,,0.0,0.0
462035,,,,0.0,0.0
491996,,,,0.0385,0.0196
456551,,,,0.0,0.0
119058,,,,,
160320,,,,0.0043,0.0024
451918,,,,0.0,0.0
209667,,,,0.0169,0.0396
213570,,,,0.0,0.0
480976,,,,0.0,0.0
476735,,,,0.0,0.0
443298,,,,0.0,0.0
105534,0.0014,0.0033,697.0,,
162830,,,,0.0137,0.0203
206905,,,,0.0,0.0
227313,,,,0.0,0.0
487472,,,,0.0059,0.0069
153083,,,,0.0,0.0
365091,,,,0.0,0.0
165635,,,,0.0,0.0
261436,,,,0.0,0.0
107655,,,,0.0,0.0
434308,,,,0.0,0.0
260965,,,,0.0,0.0
480532,,,,0.0,0.0
248192,,,,0.0,0.0
485388,,,,0.0,0.0
456065,,,,0.0,0.0
172422,,,,0.0,0.0
128188,,,,0.0,0.0
147590,,,,,
212294,,,,0.0,0.0
134529,,,,0.0,0.0
185970,,,,0.0,0.0
461944,,,,0.0,0.0
419420,,,,0.0,0.0
444732,,,,0.0,0.0
234137,0.0,0.0191,78.0,,
262457,,,,0.0247,0.0168
103909,,,,0.0421,0.0514
454768,,,,0.0,0.0
130873,,,,0.0,0.0
431558,,,,0.0,0.0
461643,,,,,
110662,0.0346,0.0353,6527.0,,
442888,,,,0.0,0.0
105659,,,,0.0,0.0
407513,,,,0.0,0.0
447616,,,,0.0158,0.0142
209719,,,,0.0161,0.0476
487427,,,,0.0047,0.0056
496061,,,,,0.0
488837,,,,0.0,0.0
458098,,,,0.0,0.0
447713,,,,0.0,0.0357
372329,,,,0.0147,0.0578
484011,,,,0.0,0.0
412544,,,,0.0,0.0
442602,,,,0.0074,0.009
457749,,,,0.0682,0.0303
460172,,,,0.0,0.0
461573,,,,0.0,0.0
488800,,,,,
174978,,,,0.0,0.0
483708,,,,0.0,0.0
115658,,,,0.0,0.0
498377,,,,0.0,0.0
487533,,,,0.0,0.0
215044,,,,0.0,0.0
443979,,,,0.0,0.0
106263,,,,,
480000,,,,0.0,0.0
447704,,,,0.0,0.0
451741,0.14,0.0698,50.0,,
136109,,,,0.0,0.0
481368,,,,0.0,0.0
483799,,,,0.0,0.0
120069,,,,0.0054,0.0027
461281,,,,,
488961,,,,0.0,0.0
490717,,,,0.0,0.0
439367,0.0,0.0,233.0,,
490841,,,,0.0238,0.0146
182704,,,,0.0,0.0
461917,,,,0.0,0.0
449074,,,,0.0,0.0061
483373,0.0,0.0,13.0,,
207087,,,,0.0769,0.025
493549,,,,0.0,0.0
487047,,,,0.0,0.0
459392,,,,0.0,0.0
393861,,,,0.0,0.0
206932,,,,0.0333,0.0215
468769,,,,0.0,0.0
115010,0.0023,0.0015,430.0,,
457475,,,,0.0,0.0
373526,,,,0.0,0.0
487418,,,,0.0177,0.0207
484093,,,,0.0,0.0
175494,,,,0.0,0.0
441380,,,,0.0,0.0
137856,,,,0.0,0.0
362782,,,,0.0,0.0
487889,,,,0.0,0.0344
146700,,,,0.0,0.0
459550,,,,0.0,0.0
494250,,,,0.0233,0.0233
457536,,,,0.0,0.0
129932,,,,0.0,0.0
