school_id,admission_rate_overall,admission_rate_by_ope_id,consumer_admission_rate,admission_score
454962,,,1.0,1.0
433387,,,1.0,1.0
202949,,,1.0,1.0
454917,,,1.0,1.0
103963,,,1.0,1.0
483735,,,1.0,1.0
486770,,,1.0,1.0
154208,,,1.0,1.0
392415,,,1.0,1.0
457800,,,1.0,1.0
488369,,,1.0,1.0
445364,,,1.0,1.0
190318,,,1.0,1.0
238175,,,1.0,1.0
209694,,,1.0,1.0
468963,,,1.0,1.0
183035,,,1.0,1.0
169503,,,1.0,1.0
125310,,,1.0,1.0
434900,,,1.0,1.0
447883,,,1.0,1.0
481474,,,1.0,1.0
378105,,,1.0,1.0
488253,,,1.0,1.0
169187,,,1.0,1.0
457855,,,1.0,1.0
212355,,,1.0,1.0
407355,,,1.0,1.0
491835,,,1.0,1.0
414124,,,1.0,1.0
491880,,,1.0,1.0
483425,,,1.0,1.0
416801,,,,1.0
444787,,,1.0,1.0
450696,,,1.0,1.0
488970,,,1.0,1.0
434274,,,1.0,1.0
103501,,,1.0,1.0
457420,,,1.0,1.0
215886,,,1.0,1.0
197337,,,1.0,1.0
454944,,,1.0,1.0
487232,,,1.0,1.0
425250,,,1.0,1.0
407434,,,1.0,1.0
487384,,,1.0,1.0
163259,,,,1.0
494621,,,1.0,1.0
105677,,,1.0,1.0
381370,,,1.0,1.0
418269,,,1.0,1.0
148575,,,,1.0
237598,,,1.0,1.0
120698,,,,1.0
117636,,,1.0,1.0
420468,,,1.0,1.0
485412,,,1.0,1.0
470296,,,1.0,1.0
487454,,,1.0,1.0
435000,,,,1.0
154545,,,1.0,1.0
457545,,,1.0,1.0
409120,,,1.0,1.0
460808,,,1.0,1.0
481243,,,1.0,1.0
389860,,,1.0,1.0
199980,,,1.0,1.0
483896,,,1.0,1.0
408385,,,1.0,1.0
480921,,,1.0,1.0
434140,,,1.0,1.0
461926,,,1.0,1.0
407577,,,1.0,1.0
410797,,,1.0,1.0
176716,,,1.0,1.0
229337,,,,1.0
455725,,,1.0,1.0
203614,,,1.0,1.0
476993,,,1.0,1.0
447023,,,1.0,1.0
204431,,,1.0,1.0
488396,,,1.0,1.0
497310,,,1.0,1.0
120078,,,1.0,1.0
209700,,,1.0,1.0
420255,,,1.0,1.0
240718,,,1.0,1.0
469911,,,1.0,1.0
434344,,,1.0,1.0
454971,,,1.0,1.0
440262,,,1.0,1.0
156842,,,1.0,1.0
450650,,,1.0,1.0
454786,,,1.0,1.0
457837,,,1.0,1.0
146807,,,1.0,1.0
487904,,,1.0,1.0
494524,,,1.0,1.0
111726,,,1.0,1.0
376330,,,1.0,1.0
181145,,,,1.0
246974,,,1.0,1.0
485379,,,1.0,1.0
460765,,,1.0,1.0
199883,,,,1.0
487791,,,1.0,1.0
444051,,,1.0,1.0
434830,,,1.0,1.0
436632,,,1.0,1.0
447768,,,1.0,1.0
415057,,,1.0,1.0
132976,,,1.0,1.0
393649,,,1.0,1.0
377652,,,1.0,1.0
172015,,,1.0,1.0
177719,,,,1.0
115357,,,1.0,1.0
449700,,,1.0,1.0
212382,,,1.0,1.0
375540,,,1.0,1.0
159601,,,1.0,1.0
441256,,,1.0,1.0
378956,,,1.0,1.0
443669,,,1.0,1.0
491066,,,1.0,1.0
457299,,,1.0,1.0
446118,,,1.0,1.0
215530,,,1.0,1.0
482291,,,1.0,1.0
221236,,,1.0,1.0
414063,,,1.0,1.0
480161,,,1.0,1.0
449728,,,1.0,1.0
484394,,,1.0,1.0
455734,,,1.0,1.0
184427,,,1.0,1.0
461786,,,1.0,1.0
406325,,,1.0,1.0
445656,,,1.0,1.0
196307,,,,1.0
179991,,,1.0,1.0
447795,,,1.0,1.0
490151,,,1.0,1.0
198844,,,1.0,1.0
486530,,,1.0,1.0
150428,,,1.0,1.0
213181,,,1.0,1.0
461625,,,1.0,1.0
119553,,,1.0,1.0
486497,,,1.0,1.0
461713,,,1.0,1.0
495998,,,1.0,1.0
261685,,,1.0,1.0
454537,,,1.0,1.0
490814,,,1.0,1.0
181428,,,,1.0
490258,,,1.0,1.0
441423,,,1.0,1.0
486707,,,1.0,1.0
224271,,,1.0,1.0
180957,,,1.0,1.0
109040,,,1.0,1.0
457952,,,1.0,1.0
212753,,,1.0,1.0
414489,,,1.0,1.0
105543,,,1.0,1.0
237543,,,1.0,1.0
486503,,,1.0,1.0
235501,,,1.0,1.0
214944,,,1.0,1.0
484376,,,1.0,1.0
405076,,,1.0,1.0
419095,,,1.0,1.0
110316,,,,1.0
206321,,,1.0,1.0
485874,,,1.0,1.0
219851,,,1.0,1.0
201098,,,1.0,1.0
364964,,,1.0,1.0
446251,,,1.0,1.0
418223,,,1.0,1.0
418296,,,1.0,1.0
455910,,,1.0,1.0
449524,,,1.0,1.0
103927,,,1.0,1.0
475176,,,1.0,1.0
228653,,,,1.0
417275,,,1.0,1.0
444228,,,1.0,1.0
490735,,,1.0,1.0
476230,,,1.0,1.0
456074,,,1.0,1.0
449533,,,1.0,1.0
456931,,,1.0,1.0
209676,,,1.0,1.0
204459,,,1.0,1.0
481100,,,1.0,1.0
485768,,,1.0,1.0
475325,,,1.0,1.0
455211,,,1.0,1.0
454856,,,,1.0
216746,,,1.0,1.0
145099,,,1.0,1.0
451282,,,1.0,1.0
468848,,,1.0,1.0
418560,,,1.0,1.0
448372,,,1.0,1.0
115931,,,1.0,1.0
222886,,,1.0,1.0
441663,,,1.0,1.0
475404,,,1.0,1.0
401764,,,1.0,1.0
148593,,,,1.0
217323,,,1.0,1.0
391005,,,1.0,1.0
109721,,,1.0,1.0
447467,,,1.0,1.0
451255,,,1.0,1.0
449393,,,1.0,1.0
487409,,,1.0,1.0
456287,,,1.0,1.0
493530,,,1.0,1.0
188890,,,1.0,1.0
365693,,,1.0,1.0
107099,,,1.0,1.0
455141,,,1.0,1.0
203146,,,1.0,1.0
399869,,,1.0,1.0
484899,,1.0,1.0,1.0
407151,,,1.0,1.0
414869,,,1.0,1.0
462062,,,1.0,1.0
218335,,,,1.0
457031,,,1.0,1.0
481207,,,1.0,1.0
202657,,,1.0,1.0
201478,,,1.0,1.0
482015,,,1.0,1.0
212975,,,1.0,1.0
459116,,,1.0,1.0
148098,,,1.0,1.0
482097,,,1.0,1.0
454935,,,1.0,1.0
483911,,,1.0,1.0
199689,,,1.0,1.0
484950,,,1.0,1.0
149550,,,1.0,1.0
493804,,,1.0,1.0
261861,,,1.0,1.0
460118,,,1.0,1.0
367088,,,1.0,1.0
148511,,,,1.0
168555,,,1.0,1.0
417248,,,1.0,1.0
407461,,,1.0,1.0
488271,,,1.0,1.0
439747,,,1.0,1.0
484206,,,1.0,1.0
143473,,,1.0,1.0
376224,,,1.0,1.0
446288,,,1.0,1.0
133155,,,1.0,1.0
219453,,,1.0,1.0
440855,,,1.0,1.0
491215,,,1.0,1.0
237473,,,1.0,1.0
124681,,,1.0,1.0
202453,,,1.0,1.0
457633,,,1.0,1.0
221591,,,1.0,1.0
480930,,,1.0,1.0
491950,,,1.0,1.0
427894,,,1.0,1.0
385132,,,1.0,1.0
460525,,,1.0,1.0
458070,,,1.0,1.0
441371,,,1.0,1.0
226277,,,1.0,1.0
447917,,,1.0,1.0
455859,,,1.0,1.0
159513,,,1.0,1.0
457439,,,1.0,1.0
486345,,,1.0,1.0
437556,,,1.0,1.0
111513,,,1.0,1.0
476568,,,1.0,1.0
448026,,,1.0,1.0
488916,,,1.0,1.0
414939,,,1.0,1.0
455965,,,1.0,1.0
366632,,,1.0,1.0
494630,,,1.0,1.0
488411,,,1.0,1.0
488998,,,1.0,1.0
221607,,,1.0,1.0
479062,,,1.0,1.0
457563,,,1.0,1.0
441052,,,1.0,1.0
484163,,,1.0,1.0
450951,,,1.0,1.0
459170,,,1.0,1.0
492005,,,1.0,1.0
455327,,,1.0,1.0
445735,,,,1.0
459985,,,1.0,1.0
237127,,,1.0,1.0
107488,,,1.0,1.0
483920,,,1.0,1.0
418533,,,1.0,1.0
387925,,,1.0,1.0
126915,,,1.0,1.0
137023,,,1.0,1.0
449083,,,1.0,1.0
479983,,,1.0,1.0
495925,,,1.0,1.0
439118,,,1.0,1.0
381732,,,1.0,1.0
461838,,,1.0,1.0
437936,,,1.0,1.0
209153,,,1.0,1.0
180063,,,1.0,1.0
468291,,,1.0,1.0
161527,,,1.0,1.0
204963,,,1.0,1.0
382780,,,1.0,1.0
375106,,1.0,1.0,1.0
186052,,,1.0,1.0
171997,,,1.0,1.0
460011,,,1.0,1.0
456597,,,1.0,1.0
481517,,,1.0,1.0
494728,,,1.0,1.0
146454,,,1.0,1.0
461607,,,1.0,1.0
221494,,,1.0,1.0
488174,,,1.0,1.0
490407,,,1.0,1.0
418278,,,1.0,1.0
159197,,,1.0,1.0
404912,,,1.0,1.0
483823,,,1.0,1.0
118161,,,1.0,1.0
402563,,,1.0,1.0
114460,,,1.0,1.0
260691,,,1.0,1.0
433013,,,1.0,1.0
481146,,,1.0,1.0
438285,,,1.0,1.0
210711,,,1.0,1.0
491473,,,1.0,1.0
481775,,,1.0,1.0
210784,,,1.0,1.0
406149,,,1.0,1.0
212300,,,1.0,1.0
133997,,,1.0,1.0
457110,,,1.0,1.0
446109,,,1.0,1.0
419280,,,1.0,1.0
375939,,,1.0,1.0
476595,,,1.0,1.0
431071,,,1.0,1.0
221281,,,1.0,1.0
484109,,,1.0,1.0
443650,,,1.0,1.0
451121,,,1.0,1.0
497198,,,1.0,1.0
237729,,,1.0,1.0
430245,,,1.0,1.0
203234,,,1.0,1.0
367981,,,1.0,1.0
442444,,,1.0,1.0
113449,,,1.0,1.0
484358,,,1.0,1.0
476726,,,1.0,1.0
436775,,,1.0,1.0
415039,,,1.0,1.0
201496,,,1.0,1.0
244279,,,1.0,1.0
447166,,,1.0,1.0
260664,,,1.0,1.0
419253,,,1.0,1.0
219125,,,1.0,1.0
446127,,,1.0,1.0
374343,,,1.0,1.0
196255,,,,1.0
177603,,,1.0,1.0
460914,,,1.0,1.0
189714,,,1.0,1.0
460127,,,1.0,1.0
486822,,,1.0,1.0
445647,,,1.0,1.0
371964,,,1.0,1.0
483364,,,1.0,1.0
372082,,,1.0,1.0
374316,,,1.0,1.0
452373,,,1.0,1.0
215008,,,1.0,1.0
145406,,,1.0,1.0
116563,,,1.0,1.0
212328,,,1.0,1.0
484604,,,1.0,1.0
181190,,,1.0,1.0
461689,,,1.0,1.0
219587,,,1.0,1.0
418454,,,1.0,1.0
462035,,,1.0,1.0
491996,,,1.0,1.0
456551,,,1.0,1.0
119058,,0.12693020382952,,1.0
160320,,,1.0,1.0
451918,,,1.0,1.0
209667,,,1.0,1.0
213570,,,1.0,1.0
480976,,,1.0,1.0
476735,,,1.0,1.0
443298,,,1.0,1.0
105534,,,1.0,1.0
162830,,,1.0,1.0
206905,,,1.0,1.0
227313,,,1.0,1.0
487472,,,1.0,1.0
153083,,,1.0,1.0
365091,,,1.0,1.0
165635,,,1.0,1.0
261436,,,1.0,1.0
107655,,,1.0,1.0
434308,,,1.0,1.0
260965,,,1.0,1.0
480532,,,1.0,1.0
248192,,,1.0,1.0
485388,,,1.0,1.0
456065,,,1.0,1.0
172422,,,1.0,1.0
128188,,,1.0,1.0
147590,,,,1.0
212294,,,1.0,1.0
134529,,,1.0,1.0
185970,,,1.0,1.0
461944,,,1.0,1.0
419420,,,1.0,1.0
444732,,,1.0,1.0
234137,,,1.0,1.0
262457,,,1.0,1.0
103909,,,1.0,1.0
454768,,,1.0,1.0
130873,,,1.0,1.0
431558,,,1.0,1.0
461643,,,,1.0
110662,0.0857,0.08574709114091,0.0857,0.91430000000857
442888,,,1.0,1.0
105659,,,1.0,1.0
407513,,,1.0,1.0
447616,,,1.0,1.0
209719,,,1.0,1.0
487427,,,1.0,1.0
496061,,,1.0,1.0
488837,,,1.0,1.0
458098,,,1.0,1.0
447713,,,1.0,1.0
372329,,,1.0,1.0
484011,,,1.0,1.0
412544,,,1.0,1.0
442602,,,1.0,1.0
457749,,,1.0,1.0
460172,,,1.0,1.0
461573,,,1.0,1.0
488800,,,,1.0
174978,,,1.0,1.0
483708,,,1.0,1.0
115658,,,1.0,1.0
498377,,,1.0,1.0
487533,,,1.0,1.0
215044,,,1.0,1.0
443979,,,1.0,1.0
106263,,,,1.0
480000,,,1.0,1.0
447704,,,1.0,1.0
451741,,,1.0,1.0
136109,,,1.0,1.0
481368,,,1.0,1.0
483799,,,1.0,1.0
120069,,,1.0,1.0
461281,,,1.0,1.0
488961,,,1.0,1.0
490717,,,1.0,1.0
439367,,,1.0,1.0
490841,,,1.0,1.0
182704,,,1.0,1.0
461917,,,1.0,1.0
449074,,,1.0,1.0
483373,,,1.0,1.0
207087,,,1.0,1.0
493549,,,1.0,1.0
487047,,,1.0,1.0
459392,,,1.0,1.0
393861,,,1.0,1.0
206932,,,1.0,1.0
468769,,,1.0,1.0
115010,,,1.0,1.0
457475,,,1.0,1.0
373526,,,1.0,1.0
487418,,,1.0,1.0
484093,,,1.0,1.0
175494,,,1.0,1.0
441380,,,1.0,1.0
137856,,,1.0,1.0
362782,,,1.0,1.0
487889,,,1.0,1.0
146700,,,1.0,1.0
459550,,,1.0,1.0
494250,,,1.0,1.0
457536,,,1.0,1.0
129932,,,1.0,1.0
449472,,,1.0,1.0
433101,,,1.0,1.0
129349,,,1.0,1.0
414461,,,1.0,1.0
117955,,,1.0,1.0
455202,,,1.0,1.0
366270,,,1.0,1.0
491826,,,1.0,1.0
407832,,,1.0,1.0
428019,,,1.0,1.0
438258,,,1.0,1.0
447759,,,1.0,1.0
475273,,0.75626937165398,,1.0
457208,,,1.0,1.0
457101,,,1.0,1.0
452887,,,1.0,1.0
248703,,,1.0,1.0
141608,,,1.0,1.0
443289,,,1.0,1.0
150303,,,1.0,1.0
458812,,,1.0,1.0
190071,,,,1.0
447351,,,1.0,1.0
260929,,,1.0,1.0
420343,,,1.0,1.0
167297,,,1.0,1.0
237570,,,1.0,1.0
154448,,,1.0,1.0
189255,,,1.0,1.0
162335,,,1.0,1.0
455284,,,1.0,1.0
489283,,,1.0,1.0
434159,,,1.0,1.0
390905,,,1.0,1.0
227322,,,1.0,1.0
496636,,,1.0,1.0
493761,,,1.0,1.0
448196,,,1.0,1.0
452009,,,1.0,1.0
455354,,,1.0,1.0
495934,,,1.0,1.0
241182,,,1.0,1.0
491792,,,1.0,1.0
230199,,,1.0,1.0
459295,,,1.0,1.0
369516,,,1.0,1.0
221388,,,1.0,1.0
443100,,,1.0,1.0
454953,,,1.0,1.0
134574,,,1.0,1.0
206181,,,1.0,1.0
488989,,,1.0,1.0
122296,,,,1.0
216223,,,1.0,1.0
121637,,,1.0,1.0
456922,,,1.0,1.0
491543,,,1.0,1.0
450401,,,1.0,1.0
166869,,,,1.0
476513,,,1.0,1.0
489371,,,1.0,1.0
450702,,,1.0,1.0
458405,,,1.0,1.0
491084,,,1.0,1.0
217581,,,1.0,1.0
418199,,,1.0,1.0
233082,,,,1.0
476805,,,1.0,1.0
226125,,,1.0,1.0
480204,,,1.0,1.0
442240,,,1.0,1.0
455488,,,1.0,1.0
487393,,,1.0,1.0
443632,,,1.0,1.0
460136,,,1.0,1.0
477002,,,1.0,1.0
461324,,,,1.0
461829,,,1.0,1.0
488891,,,1.0,1.0
494232,,,1.0,1.0
125532,,,1.0,1.0
456038,,,1.0,1.0
457323,,,1.0,1.0
128896,,,1.0,1.0
478917,,,1.0,1.0
461874,,,1.0,1.0
211006,,,1.0,1.0
475547,,,1.0,1.0
480879,,,1.0,1.0
457341,,,1.0,1.0
481845,,,1.0,1.0
454810,,,1.0,1.0
484002,,,1.0,1.0
153463,,,1.0,1.0
446260,,,1.0,1.0
421513,,,1.0,1.0
461193,,,1.0,1.0
153074,,,1.0,1.0
447607,,,1.0,1.0
